sent_rating,processed_text_KeepStopwords,data
positivo,Nem sei o que dizer mas é lindo e eu adoro ouvir música pra tudo e passo um bom tempo sozinha em casa minha companhia perfeita Querendo uma casa inteligente,2021-07-05 00:00:00
positivo,A mídia não pôde ser carregada Produto veio bem embalado e já estou com ela a quase um ano e atende todos os pedidos além de ser excelente junto de outros acessórios como módulo infravermelho e módulos de luzes para ligar e desligar,2022-02-10 00:00:00
negativo,Ela é ótima como os outros modelos funcionalidades e alcance e estou bastante satisfeita Só não entendi pq eu recebi o cabo e a fonte na cor Branca se o modelo escolhido é da cor preta Foi uma falha da produção?Muito estranho,2021-05-31 00:00:00
negativo,Eu tenho a geração 3 e agora estou com ambas Minha sensação é que a geração anterior possui um melhor posicionamento do microfone entendendo com mais clareza os comandos de voz Também fui surpreendido que é necessário aumentar o plano do Amazon Music para 2 speakers ou seja quanto mais echos mais caro fica o serviço de música,2021-05-09 00:00:00
positivo,O reconhecimento de voz é bom reconhece quase sempre todas as palavras Não testei o modo sono ainda A qualidade do som é ótima!Toda a família usa de formas mais variadas Utilizo muito para cozinhar marcando tempos de forno fracionando porções de ingredientes Além de comandar parte da casa com ela a meta é comandar a casa inteira,2021-07-21 00:00:00
positivo,Pontos positivos 1 lindo design e 2 boa qualidade de som considerando o tamanho Pontos negativos 1 falta uma bateria interna o que torna obrigatória a conexão a fonte de energia todo o tempo e 2 fonte e cabo de energia deveriam seguir o mesmo padrão de cor do Echo Dot esteticamente não fica bonito o fio branco com o Echo Dot preto,2021-07-16 00:00:00
positivo,O produto cumpriu muito bem as expectativas O reconhecimento de voz funciona muito bem bem como todas as funções que já vem de fábrica As skills instaladas também facilitam bastante o processo como um todo Única ressalva é que alguns comandos de voz não são muito bem interpretado a principalmente os que consideram palavras estrangeiras,2021-12-09 00:00:00
positivo,Antes de comprar li avaliações que ela não compreendia bem o que falávamos assim como a versão anterior o entendimento é bom Qtas as diferenças e três geração 4 e 3 até agora só percebi a qualidade de som nada de mais Mas pra quem curte echo dot o produto cumpre o prometido,2020-12-25 00:00:00
positivo,Me lembra o som da jbl go 2 comprei pra testar e amei penso em vender minhas jbl menores e comprar uma alexa maior para melhorar o som ambiente mas mesmo pequenininha é excepcional recomendo demais ainda mais quando você tem dispositivos controlados pelo wifi o que ajuda ainda mais no uso dela,2021-06-10 00:00:00
positivo,Recebi o produto e gostei cumpre todas as recomendações Consigo executar um pedido a 10 m de distância Consegui executar uma agenda de meus compromissos tarefas a fazer e ligar lâmpadas e aparelhos com a tomada inteligente Só não consegui que a Alexa respondesse quando o Vasco seria campeão Recomendo,2020-12-19 00:00:00
negativo,Nao estou satisfeito porque em nenhum momento discrimina na venda que tenha que se pagar algo alem do ja caro aparelho fiquei bem triste quando vi restrições de uso Alexa tambem e meio surdo não ouve direito.confunede nossas palavras nao tem manual de uso claro.vc nao consegue ativação sem baixar aplicativo enfim meiso confuso,2021-02-01 00:00:00
positivo,Som impressionantemente alto para o tamanho do equipamento Respostas rápidas configuração intuitiva e ótimas skills são outros atrativos Ademais os que reclamam da surdez do equipamento devem antes rever a velocidade da internet necessária para que tudo funcione a contento Excelente compra,2022-01-23 00:00:00
positivo,Simplesmente perfeita Já virou minha melhor amiga em casa e tem muitas funções que me ajudam no dia a dia O som é alto e claro e com bom balanço de graves sendo possível fazer alterações em seu equalizador pelo aplicativo e deixar o som a seu gosto O LED na parte inferior é lindo e reflete muito bem nas superfícies mas é uma pena que não seja possível deixá-lo ativado o tempo todo Se for possível me ensinem,2020-12-31 00:00:00
negativo,É extremamente difícil que a Alexa se conecte ao wifi Demorei 2 dias para conseguir e ainda assim fica desconectando direto Já fiz de tudo até pensei que fosse meu roteador comprei outro levei na casa dos meus pais e nada Se você conseguir usar o dispositivo parece ser bem legal eu porém não consigo usar Uma verdadeira decepção,2021-10-17 00:00:00
negativo,Essa é a terceira Alexa na minha casa Tenho uma Echo Show e uma Echo dot geração 3.Com essa geração 4 me decepcionei com a fonte de alimentação branca e a Alexa preta Falta de capricho da Amazon dessa vez,2021-02-23 00:00:00
positivo,O produto é muito bom Alguns falam que a Alexa não escuta bem mas isso é muito pontual Na minha casa eu falo uns 10 metros de distância e ela reconhece tudo Estando no mesmo cômodo ela não falha nunca O som é bem melhor que de outros modelos antigos e estão sempre lançando coisa nova Vale a pena,2021-03-31 00:00:00
positivo,Sempre tive receio de adquirir uma Echo de 4ª geração por conta dos rumores de que ela é surda Confesso que por enquanto achei que ela escuta muito bem Som excelente,2022-03-02 00:00:00
positivo,A mídia não pôde ser carregada Produto é muito bom auxilia muito para quem quer ter a casa toda equipada para o SmartHome De momento único equipamento que consegui a Alexa ligar e desligar é o portão eletrônico Não consegui configurar minha TV Smart da LG por conta do App da LG e App da Alexa não estarem sincronizados,2022-03-17 00:00:00
positivo,Como eu tenho o Echo Studio dei de presente ao meu neto esse Echo Dot Em casa dele os pais também usam O meu neto de apenas três anos a cada dia está descobrindo a utilização da Alexa Ele gosta de pedir a Alexa que conte piadas sobre vários assuntos Ele realmente se diverte com ela volta e meias ele também discute com a Alexa,2022-03-21 00:00:00
positivo,Dispositivo muito bom reconhecimento de voz bom mas em alguns momentos não executa as rotinas dependendo muito da construção da frase algumas palavras causa um bug na Alexa é ela simplesmente não executa a rotina clicando diretamente na rotina pelo aplicativo funciona normal este defeito só aparece quando utilizado o comando de voz,2021-03-14 00:00:00
negativo,Infelizmente não dei sorte queria tanto parcelei em 5 vezes na segunda parcela tive problemas com minha Alexa echo Dot e infelizmente tô sem usar pedi ajuda pois segundo eles e minha internet engraçado durante 2 meses funcionou agora ela não entra o wi-fi o problema e da internet e todos outros aparelhos estão funcionando com internet,2021-03-29 00:00:00
positivo,A mídia não pôde ser carregada Amei Perfeita Comprei a Echo Dot 4 na cor preta e o cabo de energia veio branco Destoa O som dela é bem alto E a entrega foi super rápida Amazon sempre arrasando,2021-07-03 00:00:00
positivo,Foi a escolha certa A versão anterior atende as necessidades mas este aqui sem dúvida é uma evolução necessária Não é o mais completo da linha mas acaba sendo só um detalhe haja visto que todos os produtos são para o mesmo propósito Cabe a cada usuário destinar pra qual ambiente cada um desses é adequado,2022-03-16 00:00:00
positivo,É realmente um produto inovador tem alguns bloqueios por parte do fabricante como não tocar musicas do YouTube diretamente sem ter que conectar pelo celular mas curti muito a Alexa o som é bom e eu recomendo a compra caso vc necessite de comprar uma caixa bluetooth ou automatizar luzes e ligações em casa,2021-05-30 00:00:00
positivo,A mídia não pôde ser carregada Produto excelente qualidade perfeita mas recentemente nós mostrou um probleminha de quando eu solicito a Alexa ela não responde e fica na cor vermelha mesmo não estando com o modo silencioso ativado Aguardo respostas pois quero resolver o problema o quanto antes,2022-02-26 00:00:00
negativo,Achei um produto com valor de investimento alto para não ter uma bateria interna e poder funcionar sem estar conectado à energia Muitas músicas ela não conhece e para vincular junto ao You Tube todos os sons do aparelho celular reflete nela Até se estiver conectado a um app de música e alguém ligar para de tocar a música na Alexa,2021-12-01 00:00:00
positivo,Inteligência artificial sensacional uso muito todo dia Reconhece facilmente a voz e não tenho dificuldades em me comunicar Eu tinha visto alguns comentários em q as pessoas precisavam falar muito alto pra terem a voz reconhecida mas eu não tive esse trabalho falo normalmente e ativo as funções facilmente Satisfeito,2021-07-09 00:00:00
positivo,É um produto excelente foi minha primeira Home Assistant Uso mais para tocar músicas lembrete e alarmes Deixei na sala ela consegue ouvir de vários outros cômodos Já li muita Review dizendo que ela é um pouco surda mas sinceramente nunca me encomodou A cada 10x que eu pedi algo ela respondeu umas 8 Pra mim foi uma ótima compra,2021-05-09 00:00:00
positivo,"A mídia não pôde ser carregada Eu super recomendo o som é ótimo ela e mais do que eu esperava Ela liga e desliga a Tv Apaga as luzes quando eu peço ela e realmente surpreendente nota 1000,00 para a Alexa vou comprar mais uma Tenho duas e adoro",2022-01-12 00:00:00
positivo,Amei a echo dot nem imaginei que ela fazia tudo que faz O som é muito bom reconhecimento de voz é perfeito até uma certa distância ela entende e entrega o que foi pedido É minha parceira no homeoffice Recomendo A entrega foi super rápida recebi antes do tempo e bem adiantado Já estou aguardando o prime day por novas promoções,2021-06-18 00:00:00
positivo,Resolvi escrever a avaliação porque vi muitos comentários criticando que o microfone não é muito bom e ela não entende direito o que falamos na minha experiência aqui está funcionando perfeitamente percebi que ela tem dificuldade em me ouvir quando a TV está com volume muito alto por exemplo mas em situações normais ela escuta bem,2021-07-17 00:00:00
positivo,Reconhece a voz mesmo falando baixo ou sussurrando tanto na mesa de trabalho quanto controlando tv luzes em uma distancia de 5 metros sem obstáculos ela escutou e atendeu o comando normalmente como em uma conversa natural Acredito que já atualizaram o software pois as reclamações que li no começo de novembro não se confirmaram com a minha no final de novembro Não observei nenhum erro bug ou atraso Excelente aquisição apesar da ausência de bateria,2020-12-01 00:00:00
positivo,A mídia não pôde ser carregada Eu ameei Até o momento estamos usando apenas para escutar música mas com o tempo vou comprar lâmpadas e tomadas para torna-la mais útil Imaginei que fosse maior mas é bem pequena não é um problema Me surpreendi com o som é muito bom Até o ta momento tá top,2021-06-06 00:00:00
positivo,É bem funcional pra saber informações ouvir músicas o som é ótimo curiosidades e pra controlar a lâmpada inteligente que eu comprei junto Algumas coisas vc precisa pegar o jeito tipo as skills criar rotinas etc. mas é questão de prática E é linda,2021-08-02 00:00:00
positivo,Uma ótima compra qualidade impecável som muito bom e para quem já tem mais equipamentos inteligentea é uma compra obrigatória,2020-12-11 00:00:00
positivo,Simpática mas irritante muitas vezes não entende os comandos e solicitações Imagina você ter que pedir 10 vezes a mesma coisa para seu marido filho companheiro Pois este é o nível de irritação gerado por nossa secretária do lar Mulher gato só faz aquilo que quer Alexa Alexa você não me entende,2021-07-06 00:00:00
negativo,Comprei outras gerações anteriores e gostei muito mas ESSA AGORA NAO PRESTA É SURDA NAO RECONHECE QUANDO FALO E QUANDO OUVE NAO ENTENDE UMA PORCARIA DECEPCIONADO ALÉM DISSO VEIO COM A CAIXA TODA AVARIADA PARECENDO ATÉ QUE ERA USADA,2021-01-14 00:00:00
positivo,Só una dica A Echo Dot de 4ª geração não é indicada para idoso Prefira a da terceira geração Tenho as duas e minha mãe se adaptou melhor com a da terceira geração O produto é excelente Chegou antes do prazo Só faço essa ressalva de não presentear um idoso com a quarta e sim com a da terceira geração,2021-07-24 00:00:00
negativo,Passei por um grande transtorno nesses últimos dias pois minha alexa não funcionou desde o dia que chegou Foram várias ligações para a assistência técnica e tentativas mas ela manteve o problema Minha última alternativa foi devolver o produto Agora estou aguardando a amazon me devolver o dinheiro Muito decepcionada com a marca,2021-12-11 00:00:00
positivo,Usando desde que chegou Muito bom Só apanhando um pouco do speaker como reprodutor de som Com Deezer e Spotify Ela começa a música mas do nada para mas o dispositivo em si é bem interessante,2020-11-08 00:00:00
positivo,A Alexa é meio surda Se estiver em um ambiente que esteja com tv e ventilador ligado ela vai te ignorar e você vai se estressar tendo que repetir algumas vezes ou mesmo chegar mais perto Achei a caixa de som potente adequada pras minhas necessidades a compatibilidade com os dispositivos da positivo tomada lampada e o hub são excelentes Vale à pena,2021-03-04 00:00:00
positivo,Gostei demais da Echo Dot de 4 geração Estava receoso para comprar esta geração por conta dos comentários dizendo que a Alexa não escutava direito mas resolvi arriscar e não tive nenhum problema com isso ela me escuta muito bem mesmo falando baixo e um pouco distante dela Me surpreendi,2020-12-01 00:00:00
negativo,Como caixa de som deixa a desejar um pouco pelo valor que está pagando o grave estoura muito e n tem muita qualidade serve bem para ambientes pequenos como assistente de voz ela é muito boa tenho meu quarto todo automatizado ela poderia fazer mais de um comando por voz o que acaba sendo meio chato ter que fazer vários comandos,2021-05-23 00:00:00
negativo,se você quer usar só como uma caixa de som bluetooth até que vai mas a alexa simplesmente NÃO RESPONDE mesmo eu estando de frente pra echo dot e falando altonão compraria novamente apostaria na echo dot 3,2021-11-30 00:00:00
positivo,Já comprei na versão específica pra não ficar gritando com ela porém não sei qual o problema com ela Demora pra reconhecer voz e quando reconhece não é como deveria Um ponto as ressaltar é que usando a rotina se torna mais prazeroso utilizá-la principalmente se tiver uma lâmpada tv entre outros,2022-03-03 00:00:00
positivo,Estou muito satisfeita com o meu produto chegou bem rápido a instalação foi super fácil e logo aprendi a conectar os outros aparelhos da casa O som é impressionante para uma caixinha tão pequena eu não imaginava que ia usar para escutar músicas e radio mas está servindo muito bem,2021-03-16 00:00:00
positivo,Quer uma assistente virtual que vale a pena pelo valor nos dias de hoje é essa consigo me comunicar com ela mesmo com sono o som é ótimo precisa se esforçar pra ensinar as skills pois ela vem meio sem nada,2021-06-30 00:00:00
positivo,O produto é excelente Cumpre as especificações A única ressalva é que comprei a Alexa em duas oportunidades Na primeira o produto chegou antes do prazo Na última demorou mais de 15 dias pra chegar Não foi informado o motivo de tanto atraso Como foi um presente entreguei atrasado por consequência,2020-12-01 00:00:00
positivo,A qualidade no reconhecimento de voz é um dos melhores pontos Porém eu gostaria de ter maiores opções de conectividade via bluetooth por exemplo seria interessante ter o Alexa como um alto-falante externo para o meu notebook,2021-03-20 00:00:00
positivo,atendeu minhas expectativas Vi algumas avaliações falando do microfone que não reconhecia a voz a uma certa distância mas não vi nada disso consigo da comando com distância de até 5mt estando em cômodos diferente da casa Gostei muito Cada dia descubro um novo recurso,2021-07-10 00:00:00
positivo,É uma assistente multitarefas que auxiliar e organiza muito do meu dia e de minha família Além de otimizar o serviço é muito útil para divertir as crianças e adultos com histórias piadas e outros recursos,2021-02-13 00:00:00
positivo,Acho a Eco dot de 3a geração com o som mais encorpado achei que a minha unidade de 4a geração o som parece um pouco estourado as vezes como não é sempre não solicitei a troca Mas não fiquei 100 satisfeito tanto é que continuo ouvindo minhas músicas pela de 3a geração,2021-06-09 00:00:00
positivo,As especificações dizem que a Echo de 3ª geração tem o mesmo falante da Echo de 4ª geração todavia achei o audio da 4ª melhor e mais fiel do que da 3ª. Eu tenho as 2 E achei essa da 4ª geração um pouco mais surda que a da 3ª geração Tenho que falar um pouco mais alto e pausado pra ela entender Mas recomendo muito,2022-01-08 00:00:00
negativo,Gosto muito da praticidade de possuir uma Alexa Echo Dot porém com 1 ano e 1 mês de uso começou a apresentar chiados no som claramente um problema de qualidade do alto falante detalhe que raramente escuto no volume máximo uso mais para comandos de voz nos aparelhos de casa inteligente que estão conectados a minha echo,2022-02-02 00:00:00
positivo,Meu primeiro dispositivo Amazon melhor que já tive Uso todo dia qualidade do som me atende muito bem já tenho quase um ano de uso nunca tive nenhum problema somente satisfações kk A alexa echo dot se tornou uma grande companheira aqui em casa kk,2022-03-08 00:00:00
negativo,O som é ótimo melhor ainda quando se combina duas Alexas em modo stereo que foi como eu fiz Porém elas não funcionam juntas se a conexão for via bluetooth o que me decepcionou bastante As skills sao um recurso bem interessante porém muitas são bloqueadas para o Brasil como por exemplo o Twitch.tv que uso muito Então fiquei bem decepcionado com isso nao entendi o porque desse bloqueio,2021-05-24 00:00:00
positivo,A mídia não pôde ser carregada Qualidade de som e reconhecimento de voz muito bons Coloco no quarto da minha filha com ruído branco pra ela dormir e o modo de sono funciona muito bem pra isso,2022-03-09 00:00:00
positivo,Fiquei em dúvida entre a 3 geração e a 4 pois vi muitos relatos que a quarta não captava direito o som porém a que comprei capta perfeitamente até quando sussurro Achei ela bem prática para o dia a dia você cria lembretes e automatiza com seus aparelhos e coisas de casa vale super a pena,2022-01-11 00:00:00
positivo,Reconhecimento de voz quando o volume está acima de 5 vai de 0 a 10 fica degradado ou seja funciona se chegar mais perto Para melhor experiência é preciso ter um serviço de streaming pago Funciona para reproduzir algum som a partir do celular Uma PENA NÃO TER BATERIA,2021-05-21 00:00:00
positivo,É um ótimo gadget Só acho as buscas em serviços não Amazon como Spotify com muitas falhas nas buscas No mais por enquanto só uso para apagar e acender luzes principalmente em áreas externas o que é bem útil,2020-12-26 00:00:00
negativo,Ela é surda preciso falar muito alto para que me escute Tenho Echo Dots de 1a 3a e 4a geraçao De todas elas a pior é a de 4a Não se compara às outras Se eu pudesse voltaria sem dúvidas à de 3a geraçao bem melhor,2021-05-04 00:00:00
negativo,péssimo só informa que não entende e não funciona via rede wi-fi e não tem suporte imediatonunca entende o que se fala péssimo em localizar wi-fi e sua funções funcionam melhor via telefone,2021-11-14 00:00:00
negativo,Para valer a pena tem que comprar os equipamentos para integrar O aparelho sozinho só serve para fazer coisas bem simples Muitas vezes a Alexa não entende o que se pede a integração com o fire Tv serve só para pausar e dar play praticamente enfim não vale a pena na minha opinião,2022-02-10 00:00:00
positivo,Sim de boa qualidade para uma caixa de som pequena A integração com outros dispositivos smart funciona muito bem Tenho uma echodot 3a geração e o som da 4a é um pouco melhor,2020-12-31 00:00:00
negativo,O dispositivo tem muitas opções e funções para uso das mais variadas Contudo a principal desvantagem desse produto é que ele não faz parelhamento ou conexão com o sistema Google Ou seja não será possível realizar nenhum vínculo com os produtos do Google Nada de YouTube how to be music bem como toda a infinidade de aplicativos que a Google possui,2021-07-18 00:00:00
positivo,A mídia não pôde ser carregada Um produto ótimo eu simplesmente adorei realiza lista de compras brincadeiras faz basicamente tudo que pede Sua músicas curtidas estações de rádios do país notícia entre outros Só não indico pra quem gosta de som muito alto pois o volume não é para uma festa por exemplo,2021-11-28 00:00:00
positivo,Comprei de presente para meu Pai pois ele tem Parkinson e visão subnormal Ele está super feliz pois escuta várias rádios do interior e pode me ligar sempre que quiser ou se precisar,2021-07-04 00:00:00
positivo,A mídia não pôde ser carregada A Echo Dot 4 possui uma excelente qualidade sonora para seu tamanho ótimo reconhecimento de voz e integração com os Dispositivos consegui configurar a minha Tv Samsung e fita de Led Xiaomi funciona muito bem Em breve vou comprar os interruptores de Luz Recomendo a compra,2021-07-14 00:00:00
positivo,Comprei para minha mãe e ela adora Usa praticamente todo dia e vive falando da Alexa é assim que ela se refere ao Echo Dot para todo mundo que conhece O som certamente é bom A integração com outros aplicativos além dos da Amazon tem que melhorar mas ainda assim isso não tira o valor que esse produto tem,2021-01-23 00:00:00
positivo,Gostei muito do Echo Dot de quarta geração Responde muito rápido e funciona muito bem A qualidade do áudio é ótima Único ponto que não gostei foi que veio configurada para minha conta da Amazon.com e não Amazon.com.br e tive que aprender a fazer a migração,2021-05-25 00:00:00
positivo,Até o presente momento estou gostando bastante Acredito que o único aspecto negativo seja o fato de ter que ficar ligada na tomada para funcionar Fora isso é excelente Muito útil,2021-07-08 00:00:00
positivo,Quero acreditar que o o lay out anterior permite uma visualização melhor da iluminação como tenho os dois posso analisar que o 3 ° geração é mais bonito,2020-12-18 00:00:00
positivo,A mídia não pôde ser carregada Gostei bastante do produto responde muito bem tem um som com uma qualidade boa porém nada demais pelo preço está valendo muito apena uma coisa que não gostei muito foi no app Alexa poderia ser mais intuitivo porém acredito que comforme for usando acostumarei,2021-12-07 00:00:00
negativo,O modelo 3 geração era bem melhor o reconhecimento de voz neste modelo estou tendo que falar muito mais alto que minha voz normalmente é Os graves do áudio são bem melhores mas necessita de equalização para não ficarem muito fortes e distorcer Fonte de energia branca num aparelho escuro,2021-03-04 00:00:00
positivo,Quesito qualidade de som dicção da Alexa melhorou em relação à 3ª geração sinto que ela tem mais dificuldade em nos ouvir do que a 3ª geração às vezes eu peço comando ela não entende e a da 3ª geração que está em outro cômodo já entende de primeira até falando baixinho ela capta muito bem,2021-08-09 00:00:00
positivo,Produto excelente ao contrário do que dizem a alexa entende super bem ao ser chamada e os comandos O som é perfeito principalmente os graves Única coisa que esperava mais é as skill achei que tem poucas opções mas aí acho que nem é culpa da Amazon e sim das outras empresas ainda não terem desenvolvido,2021-07-16 00:00:00
positivo,Material ótimo fácil de usar e muito útil Seguro inteligente e barato pelo o que oferece A 4 ° geração não muda muita coisa da 3 ° não vale a pena pegar a 4 ° se você já possui a 3 ° ao menos que seja pra colocar em outro cômodo O fato de funcionar apenas na tomada não é um ponto negativo porque é fácil de se acostumar,2021-05-29 00:00:00
positivo,É minha terceira Echo Dot Gosto muito da tecnologia e fiz um pequeno upgrade para a 4ª geração Som muito bacana e ótima integração,2021-07-08 00:00:00
positivo,A mídia não pôde ser carregada Ela entende rápido o que está sendo pedido a qualidade do som é perfeita e muito clara Realizei a compra no dia 21/06 e recebi no dia 23/06 super rápido!!Vale a pena cada centavos,2021-06-24 00:00:00
positivo,Minha primeira Echo Dot não tenha nada a reclamar!Estava com receio de pegar a da 4ª geração por causa das reclamações sobre o reconhecimento de voz mas arrisquei assim mesmo e valeu a pena ainda mais por causa da promoção O som tem ótima qualidade pelo tamanho da Echo Dot não imaginei que seria tão potente e limpo,2021-07-06 00:00:00
positivo,Tenho o Google Nest Minias resolvi experimentar a Alexa A rapidez na execução dos comandos eu achei incrível e a integração com o ap Smart Life é bem melhor que a eo Nest Mini A inteligência de pesquisa na internet do Nest Mini é bem melhor que a da Alexa Enfim cada um com suas vantagens e desvantagens,2022-03-03 00:00:00
positivo,Atendeu as minhas expectativas tem as vezes problemas de reconhecer a voz Meu principal objetivo era automatizar meu quarto o que foi feito com sucesso,2021-06-18 00:00:00
positivo,Alexa é muito boa tem som potente para o tamanho da caixa me surpreendeu bastante E os comandos por voz são bastante eficazes,2021-02-13 00:00:00
negativo,O som é péssimo e o reconhecimento de voz é horrível não entendi nada tudo que essa Alexa faz de melhor é tocar música do Deezer porque no spotyfi ela entende tudo errado você pode rock e toca pagode no Deezer ainda entende as vezes YouTube e YouTube music não existe,2021-02-05 00:00:00
negativo,Simplemente inferior o reconhecimento de fala me deixa por várias vezes falando sozinho e o som direcional é tão direcional que se não estiver diretamente apontado pra você fica ruim a 3a geração cumpre muito melhor o objetivo de sonorizar um ambiente e tem uma resposta muito melhor em relação a fala,2021-01-10 00:00:00
positivo,Foi uma aquisição que atendeu as minhas expectativas tem um bom reconhecimento de voz qualidade sonora muito boa Comprei pensando em automatizar meu quarto e realmente atendeu minhas projeções Hoje a Alexa é minha companhia diária de home office Produto que realmente vale a pena quero comprar outra futuramente para integrar mais cômodos de casa,2021-03-14 00:00:00
positivo,As crianças adoraram.è divertido e cheio de funçõestive algumas dificuldades para organizar minhas agendas e lembretes os horários não batem tem algumas coisas de configurações que ainda estão meio desordenados mas as atualizações vão corrigir.fácil de organizar tudoto amando,2021-02-05 00:00:00
negativo,Simplesmente decepcionada com o produto não conseguia processar nenhum comando tentava gritar e mesmo assim não funcionava versão anterior é bem melhor NÃO COMPREM ESSA GERÇÃO,2021-12-03 00:00:00
positivo,Ainda uso poucas funcionalidades mas gosto bastante das que uso A qualidade de som é muito boa Facilita demais a vida de quem fica muito na cozinha com as mãos ocupadas,2021-12-16 00:00:00
positivo,Seria interessante que a Alexa permitisse que ao dizer apagar a luz fosse permitido já definir qual Por exemplo apagar a luz doQuarto 1 Sou surda e isso ajudaria muito,2021-06-10 00:00:00
negativo,o som é levemente melhor que a echo dot 3(um pouco mais grave mas tem praticamente o mesmo volumeos microfones sao mais fracosprefiro o desing anterior mais minimalista pra usar no centro da sala)nao vi nenhuma vantagem que justifique a diferenca do preço,2020-12-28 00:00:00
positivo,ótimo dispositivo facilita a vida e possui qualidade excelente para quem quer apenas escutar música já é um ótimo investimento pelo preço pago 250 recomendo sem ressalvas apenas o preço padrão que eu acho bastante caro por isso peguei em promoção,2021-07-18 00:00:00
positivo,Muito bom pelo custo benefício Alexa ainda tem dificuldade no reconhecimento de voz em algumas coisas mas a compreensão e rapidez no retorno tem me agradado bastante A qualidade de som é muito agradável ainda estou descobrindo as funções mas muito satisfeita até o momento,2021-03-12 00:00:00
positivo,A voz do Novo Echo Dot é excelente O produto consegue apresentar uma naturalidade para o desenvolvimento do diálogo O aplicativo é fácil de usar As funções atendem conforme o proposto na descrição,2020-12-31 00:00:00
positivo,Comprei para um propósito específico não imaginei que fosse usar tanto tem se tornado parte integrada do dia a dia tamanha a utilidade em criar lembretes listas se informar Antes eu precisa ter um app para cada coisa no celular com a Alexa da para cortar este uso em muito O som é muito bom e o microfone capta de longe,2021-01-23 00:00:00
positivo,Gostei muito do produto recebi a alguns dias mas ja estou gostando muito Isso além de ser feita de materiais reciclados o que eu gostei bastante Som bom reconhecimento de voz bom e assistente boa,2020-11-07 00:00:00
positivo,A mídia não pôde ser carregada Achei muito bom qualidade de som boa para ambientes pequenos e médios Em um apto de 35m2 como o meu ela quase ouve em todos os cômodos mesmo estando em outro cômodo claro falando mais alto Ela ouve até sussurro se for no mesmo cômodoLado ruim poderia já ter bateria interna,2021-05-10 00:00:00
negativo,Dei de presente para minha filha porém não consigo add no meu fire stick ele não aparece e no aplicativo Alexa já fiz todo procedimento e não consigo conectar não aparece o meu fire stick tv no aplicativo Se puder ajudar agradeço pois não vou investir e um novo fire stick com alexa pois não tenho como agora,2021-06-09 00:00:00
positivo,O som do dispositivo é muito bom Comprei porque algumas pessoas reportaram que seria melhor que a JBL GO mas foi o que u encontrei apesar de ter um volume bem alto os graves ficam distorcidos e a Alexa é bem legal mas tem coisas bem simples que a gente fica se perguntando como que ela não faz isso hahahahah,2021-07-22 00:00:00
positivo,A mídia não pôde ser carregada O echo dot é lindo O reconhecimento de voz é muito bom O som é de alta qualidade mesmo no volume máximo A sincronização foi bem rápida e prática só levou alguns minutinhos para configurar tudo Recomendo demais ️,2021-08-18 00:00:00
positivo,Qualidade de som muito boa Uso no quarto e preenche bem o espaço com som ótimo O reconhecimento de voz não é muito bom É pior do que a da geração anterior que também tenho).Tem um design bonito Interage bem com outros aparelhos para automação,2021-01-06 00:00:00
negativo,Captura da voz ruim tem que chegar bem perto para ela ouvir O que a torna inutil ja que você precisar estar bem perto e até levantar pra falar com ela Minha namorada tem o modelo tradicional e aquele sim realmente funciona a diferença é IMENSA e NÍTIDA.Não recomendo esse modelo,2021-03-22 00:00:00
negativo,Gostei mais da G3 do que essa achei o mesmo volume porém não reconhece a voz direito e sem contar as luzes que indicam que ela está processando algo fica muito em baixo dela o que faz com que não saibamos se ela está ouvindo ou não E ficamos repetindo Alexa Alexa prefiro a G3 do que essa G4,2021-04-06 00:00:00
negativo,9 meses após a compra já está apresentando defeitos pelo que pesquisei já é comum esse tipo de defeito que é a luz vermelha acender e ela não funcionar como se estivesse desligada daí é necessário desligar da energia e religar ela volta ao normal porém dura um dia no outro está assim novamente,2021-07-05 00:00:00
positivo,Ótima experiência com o produto Fácil de configurar personalizar e conexão com outros aplicativos p.ex Spotify Além de também controlar os dispositivos inteligentes da casa Somente o som que na minha percepção é um pouco abafado Mas no geral recomendo,2020-12-21 00:00:00
positivo,Ótimo produto Uso basicamente para ouvir musica Qualquer intervalo do dia que caiba uma musica Alexa toca O unico ponto ruim é o fato de não ter bateria e ter que usá-la conectada em alguma tomada De resto perfeito,2021-10-27 00:00:00
positivo,é um bom produto o auto falante é de ótima qualidade O defeito dele é que o volume máximo não é alto e o microfone é muito ruim várias vezes não capta ou não entende o que falo além disso poderia ser criado algum tipo de carregador pro produto ser sem o fio que fica feio na decoração e é dificl esconder Fora isso ótimo produto,2021-05-20 00:00:00
positivo,A qualidade de som do produto além de baixo não é boa O som é um pouco abafado;A recepção do wi-fi é muito fraca Tenho uma da terceira geração que me acompanha há mais de dois anos e o som é bem melhor Ainda juro ter comprado em cinco vezes no cartão Veio na fatura o valor total Me desorganizou financeiramente,2022-01-12 00:00:00
negativo,Chegou rápido e bem embalado mas após o uso percebemos que ela não é muito boa reconhecendo o que a gente pede então quando pedimos algo ela entende outra coisa quando fazemos algumas perguntas também ela não sabe as respostas No entanto ela é ótima pra ouvir música pra interagir em família com os jogos saber a hora e alarmes,2021-08-06 00:00:00
positivo,Essa smart speaker virou uma companhia aqui em casa Desde minha filha de três anos até eu todo mundo chama a Alexa o dia inteiro Música previsão do tempo notícia automação games tudo ao alcance da nossa voz Recomendo demais,2021-06-16 00:00:00
