sent_rating,processed_text_NoStopwords,data
positivo,Comprei filho usamos ouvir música brincar perguntas úteis lista compras despertador,2021-06-25 00:00:00
positivo,qualidade som superior ecodot 3 geração atendendo expectativas,2021-06-26 00:00:00
positivo,Gostei Alexa vira amiga pede ajudar monte coisas acessórios interessantes iremos adquirindo legal,2020-12-09 00:00:00
positivo,palavras continua entendendo 3 ° geração,2020-11-11 00:00:00
negativo,adianta playlist tocar segue mesma ordem player básico permite simples reproduzir modo aleatório alexa conseguer rotina simples Decepcionado,2021-12-13 00:00:00
positivo,produto comprei echo dot preciso falar integração televisão liz tomada deixo contada Alexa Registro aumentou risco vida conta ciúmes kkkkkk,2021-03-01 00:00:00
positivo,qualidade som ótima responde atende necessidades Poderia recursos respostas Siri Assistente Google disse atende perfeitamente expectativas,2021-07-01 00:00:00
positivo,Realmente surpreendi quantidade coisas interação entrega incrivelmente rápida chegou dias,2020-12-02 00:00:00
positivo,Amei Alexa diverte ate entende musica ouvir qualidade áudio ótimo uso diariamente noticias coisas legais falar super recomendo,2021-09-28 00:00:00
positivo,Ótimo escutar música ambiente problema relacionado custo dispositivos inteligentes automação residencial,2022-02-09 00:00:00
positivo,Alexa companheira estudo!!ela lê livros comprados kindle marcar timers toca musicas relaxantes avisa aulas onlines maravilhosa excelente compra quebra dei mãe,2021-05-21 00:00:00
positivo,gostei entende palavras estrangeiras peço Alexa toque rádio Deutschlandfunk Tunein entende toca diferente muitas brinquedinho interessante,2021-08-04 00:00:00
negativo,"1 Alexa escuta.2 MUITAS entende errado atende solicitação respondendo totalmente ver"".3 toca música peço especificamente toca músicas semelhantes",2022-01-03 00:00:00
positivo,gostei dela fato surda geração anterior incomoda chateou som agudo apito Alexa emite palavra Acredito see defeito vi pessas caso,2021-02-12 00:00:00
positivo,Gostei alexia nao vejo diferenca echodot 3 4 2 negocio escuto musicas acendo luzes ligo centrak tv som comando voz gracas alexia infra vermelho tomada inteligente,2021-01-28 00:00:00
positivo,Excelente escolha Funcionamento perfeito Auxilia tarefas diárias lazer entretenimento Infinitas possibilidades uso,2021-03-27 00:00:00
positivo,proprietário Alexas opinião produto ótimo acabamento funcionalidades difere suficiente Echo Dot 3ª geração compensar diferença preço,2020-12-03 00:00:00
positivo,Alexa si legal engraçada pesa comprar acessórios automatização casa realmente torna- funcional Skills- Estados Unidos poderiam funcionar simultaneamente Brasil,2020-12-19 00:00:00
positivo,Produto ótimo totalmente melhor esperado momentos escuto bipe sutil dece bluetooth perceber prestar MUITA atenção atrapalha,2020-12-15 00:00:00
positivo,Captação microfone ótima cômodos diferentes comando aceito;Qualidade som ótima precisando ficar alto atingir ambientes;Reconhece comandos vozes crianças adoram,2021-05-28 00:00:00
positivo,Produto espantei qualidade som melhor assistente Google,2021-07-07 00:00:00
positivo,Qualidade som espetacular Vi comentários reclamando reconhecimento voz reconhecendo perfeitamente distâncias 4 5 metros Único negativo dela dependência tomada,2021-02-19 00:00:00
negativo,produto funciona aplicativo Entretanto aplicativo Android funciona há várias pessoas relatando problema Amazon conseguindo resolver ligando recomendo porcaria ninguém,2021-11-13 00:00:00
positivo,Perfeito Melhor imaginava passo automatizar luzes,2021-07-02 00:00:00
positivo,Echo Dot maravilhoso propõe,2021-04-11 00:00:00
positivo,linda som bacana microfones captam comando facilidade competência Amazon entregando prazo,2020-12-15 00:00:00
positivo,sabia exatamente echo dot poderia útil agenda empresa ligada nela lembrado há algum compromisso contar automação rotinas Show echo Show,2022-03-12 00:00:00
positivo,Alexa incrível Achei iria pra quase casa dispositivos inteligentes uso pra pra acordar tocar música brincar crianças lembrar atividades dia dia,2021-07-13 00:00:00
positivo,modelo 3a geração 4a geração notável captação 3a geração consegue reconhecer comandos melhor 4a geração Tirando som 4a melhor,2020-12-21 00:00:00
negativo,decepcionado performance Echo 4 atende comandos falar repetir gritar entender Echo 3 fica 3 consegue entender 4 responde,2021-03-06 00:00:00
positivo,Comprei 4ª geração Echo Echo Dot surpreendeu qualidade áudio Dot volume moderado som irmão poderiam microfone melhor Alexa entende falando,2021-03-24 00:00:00
positivo,Comprei Alexa montar casa inteligente atendeu expectativas Consegui conectar lampadas smart tranquilamente volume som alto comparada caixinha tamanho dela qualidade som ruídos Recomendo compra Chegou dia marcado entrega,2021-04-15 00:00:00
positivo,fato bateria Terra ruim Há certa dificuldade reconhecimento voz executando músicas útil tenha excelente qualidade som conexão Bluetooth,2021-07-02 00:00:00
positivo,echo dot show constantemente entende q falamos executa ação aumentar diminuir volume tv programado resto,2021-07-07 00:00:00
positivo,Excelente produto Cor linda Som potência altura Única chata comando Alexia ação Poderia opção desabilitar comando falasse fosse feito kkkk,2021-07-12 00:00:00
positivo,4 ° geração Prefiro 3 ° qualidade som melhor reconhecimento voz perfeito 3 ° 4 ° alguma microfones buga MUITOO estiver dúvida comprar 3 ° geração arrepender,2021-09-26 00:00:00
positivo,Gostei somNão gostei bateria energia elétrica,2021-12-29 00:00:00
positivo,Produto excelente som perfeito colocar conseguir ouvir música casa problemas microfone dela funciona senti dificuldades reconhecimento voz,2021-04-21 00:00:00
negativo,Olha echo dot 3 comparado modelo DEIXOU DESEJAR RECONHECIMENTO VOZ Alexa surda precisa falar tom voz alto,2021-07-06 00:00:00
negativo,Gostei eco4 bonitinha achei efiente anterior 3 geração som melhor entender comandos voz achei inferior entende 3ºgeração,2022-03-15 00:00:00
positivo,corresponde expectativas aspectos destaca som Fiquei impressionado qualidade,2021-07-12 00:00:00
positivo,Moramos casa gigante achei necessário comprar fando conta recado som reconhece voz cozinha sala tv amei dúvidas,2021-06-28 00:00:00
positivo,gostei design achei surda conta mic ficar trás som nela difrecional modifica qualidade audio reproduzido gostei,2021-02-23 00:00:00
positivo,satisfeita Alexa Som bacana fácil manusear ocupa espaço prefiro ligar tomada gastar pilhas baterias,2022-02-17 00:00:00
positivo,Vale pena comprar produto deixar casa inteligente ajudar dia dia várias formas Basta pessoa criatividade Nota 10,2021-06-30 00:00:00
positivo,mídia carregada uso Alexa controlar aparelhos luzes lista compras lembrete verificar agenda Enfim Alexa tornou melhor amiga kkkkkkk super recomendo melhores compras 2020,2021-01-07 00:00:00
positivo,lido inúmeras avaliações negativas fiquei receoso comprar echo dot 4 arrependo superou casa automatizada afirmar surda sabendo Recomendo,2021-03-14 00:00:00
negativo,alaxa falhas constante desligar tomada pra funcionar ja trocada devolvi pra amazon processo pra les mandarem continua problema.não vou estrela,2021-08-22 00:00:00
positivo,Melhor assistente usava Goggle Home mini muita pesquisa decidi comprar Echo Dot 4 Superou expectativas configuração reconhecimento dispositivos skills adorando,2021-04-13 00:00:00
positivo,comparação gerações Echo adorei som qualidade graves reconheceu chamados seja reclamar chegou hora Amazon,2021-01-05 00:00:00
positivo,Sensacional perfeito maravilhoso Melhor compra exerci Amazon Reconhecimento voz perfeito interação bacana diversão Satisfeitíssimo,2020-12-29 00:00:00
positivo,Uso verificar agenda dia dia seguinte arrumo manhã Ouço música conheço previsão pesquiso temas internet filha diverte piadas imitações sons,2022-01-20 00:00:00
positivo,deixo echo dot normal escuta peço volume dele alto Vale pena Prefiro achatadinho,2022-01-25 00:00:00
positivo,Gostei qualidade Echo principalmente qualidade som recursos ótimos gostaria fossem liberados recursos disponíveis versão inglês versão português satisfeito,2021-02-11 00:00:00
positivo,Senti melhoria reconhecimento voz geração principalmente reproduzindo músicas som direcionado volume 6 fica qualidade passa perder grave,2021-11-30 00:00:00
positivo,Melhorou reconhecimento voz atualização software,2021-01-26 00:00:00
negativo,Entra muita propaganda audição falar várias pra atender fato dela gravar assusta Gostaria sugerir houvesse disponibilidade nomes pra gente chamar 3,2021-01-09 00:00:00
negativo,consigo instalar sistemaQuando tento logar informa conta US alterar tento formas inútil frustrante processo instalação quase devolvendo produtos,2022-03-13 00:00:00
positivo,IA versão português abaixo versão inglês pesquisas internet funcionando reconhecimento voz recursos portugues-br poucos restante funciona,2020-12-13 00:00:00
positivo,produto excelente problema atraso entrega vi encomenda chegando RJ parar MG voltou pra origem postado SP Rio novamente entregassem mim,2020-12-15 00:00:00
positivo,Echo Dot caixa graves gostaria atende perfeitamente pequenos ambientes justo achei barato entregam comandos Alexa ótimos fáceis,2021-12-10 00:00:00
positivo,receoso causa comentários falando equipamento escutava surda etc. apresentou Falo normal preciso gritar satisfeito,2021-10-13 00:00:00
positivo,produto pequeno comporta desejava dia seja notícias rápida ouvir música tranquila trabalho Incrível,2021-04-28 00:00:00
positivo,Gostei qualidade som reconhecimento voz funcionalidade único deixa 100 aprovado compatibilidade total Deezer ativar playlist favorita Espero mude,2021-05-23 00:00:00
positivo,mídia carregada gostei aquisição produto falhou eletricidade direto deveria colocar pilha bateria alcalina leval-la ambiente restaurante,2020-12-24 00:00:00
positivo,mídia carregada som chiando reiniciei tirei tomada conversei Alexa pedi pra voltar funcionar normal atendeu alto falante realmente estourou garantia,2022-02-02 00:00:00
positivo,produto atendeu expectativas fica sala jardim música notícias etc melhor lista compras,2021-10-01 00:00:00
negativo,som excelente alto equalizador perde baixa qualidade microfone consegue ouvir direito ouve preciso repetir função,2020-12-03 00:00:00
positivo,qualidade áudio surpreendeu ouvir ambiente sala praticidade comandar voz pedir informações músicas favoritas legal Superou expectativas Recomendo produto,2021-01-03 00:00:00
positivo,produto útil custo benefício excelente prático ouvir músicas rotina diária lembretes alarmes fantásticos ajudam pessoas precisam lembrar muitas coisas,2021-02-16 00:00:00
positivo,gostei fonte veio cor branca sendo optei echo dot preta fonte original produto chama atenção fio deveria discreto,2021-08-11 00:00:00
positivo,modo gostando utilizar equipamento realmente funciona informa problema pede novamente verifiquei internet funcionava normalmente,2021-06-24 00:00:00
positivo,mídia carregada som ótimo alto tamanho dela único problema tantos microfones precisa chegar dela falar música alta perfeita,2021-12-02 00:00:00
negativo,decepcionei Alexa esperava produto responde comandos ficar chamando várias repetindo fala mesma conseguia entender som estiver dificuldade ouvir comando,2021-01-08 00:00:00
positivo,Excelente som reconhecimento voz ótimo geração melhor diria Alexa surda geração quase problemas reconhecimento falando,2020-12-26 00:00:00
positivo,"Adorei produtos Amazon gostaria será lançada Echo Show 10,1 encontro informação respeito",2021-02-05 00:00:00
positivo,Comprei fato caixa som inteligente equipamentos inteligentes casa uso ouvir músicas devido opinar funções,2021-09-17 00:00:00
negativo,uso Echo apresentou problemas auto falantes chiados aumentar volume acima 7 chiado fica insuportável encontro site opção acionar garantia será,2021-07-25 00:00:00
positivo,Recomendo esteja barulho esteja tocando reconhecimento falhe ótimo ajuda automações produtividade qualidade som ótima razoavelmente alta tamanho,2021-11-05 00:00:00
positivo,Produto precisa melhorar quantidade vocabulário Alexa,2021-09-17 00:00:00
positivo,Excelente produto melhor geração anterior tb Alexa vida rsrs,2021-06-04 00:00:00
positivo,Gostei som qualidade alto mão reconhece voz tire qualidade otimo entretenimento pena compatível tv Lg smart olha comprei motivo queria controlar TV Alexa pena,2021-01-03 00:00:00
positivo,legal experta reconhece voz pega radios via internet controla luzes tv etcsó modo sono ai avaliação,2021-07-14 00:00:00
positivo,olá dia gostei ressalva hora falo .e escuta chegar ouvir resto show bola,2021-03-15 00:00:00
positivo,Excelente achei produtivo hoje consigo viver automatizar entende funcionamento muita,2021-05-03 00:00:00
negativo,Alexa reconhece voz necessário repetir configuração instável responde corretamente mudança luz feita etapas,2021-05-29 00:00:00
positivo,acima expectativas arrependi comprar única crítica bateria tirar tomada desliga perdendo timer agenda despertador etc. levar outro cômodo,2020-12-31 00:00:00
positivo,Amando Alexa acessórios casa inteligente fazendo amo coisas Alexa sobretudo toca rádio notícias músicas preferidas Spotify,2021-08-25 00:00:00
positivo,ouvindo música algum comando demora pra atender atende gostei produto comprei gostaria fosse lançar atualização corrigisse erros compra,2021-01-07 00:00:00
positivo,Alexa experiência ótima voz agradável facilita pesquisas prenche ambiente diverte pessoas intende gente acho vale muita pena Recomendo,2022-02-02 00:00:00
negativo,Aplicativo complicado intuitivo porcaria aplicativo configurado português relaciona skills espanhol Instalei desinstalei várias Problema continuou Devolvi produto recomendo,2021-04-18 00:00:00
positivo,tinha Alexa comprei pra mãe cuida irmão autismo Alexa ajudado lembrar tarefas diárias terapias remédios broncas eventuais nele passa limites Uso super indico,2021-07-07 00:00:00
positivo,melhor presente pude pra avó apaixonada adorando verdade Qualidade pediu pra Alexa deitar tapar cama HAHAH,2022-02-12 00:00:00
positivo,Funciona momentos surda atrapalha performance certa atende proposto acredito Alexa tela permite tornar ambiente imersivo,2021-05-22 00:00:00
positivo,Produto supera expectativas alexa inteligente precisa entrega Amazon 2 dias correios chorar baixinho banho kkkk,2020-12-02 00:00:00
positivo,gostei Alexa única fiquei decepcionada dela bateria precisar ficar dia ligada tomada Tirando restante fiquei satisfeita,2021-03-27 00:00:00
positivo,echo Dot universo conspira fazendo quase equipamentos Ligando desligando luzes equipamentos mover dedo utilizando senas rotinas,2021-07-25 00:00:00
negativo,Péssimo assistência burocrático hora apresenta problemas manda procedimentos repetidamente fiquei 1 hora pra pra outro dia ligar dinovo falar engenheiro lixo aprenda pós venda Apple,2021-04-02 00:00:00
negativo,defeito ano consigo acionar SAC,2022-03-07 00:00:00
positivo,Chegou previsto amando echo dot alexa atende som qualidade parabéns AmazonEstou contando experiência viu amando,2021-01-26 00:00:00
positivo,Avaliação utilizo variadas funções problema reconhecimento voz precisa melhorado casas ambiente aumentar tom voz reconhecido função,2021-07-14 00:00:00
positivo,mídia carregada Valeu centavo paguei consegui configurar mibox 2017.Mesmo tocando música escuta única estranho tomada dela 2 pinos habituado,2021-06-26 00:00:00
positivo,entrega super rápida gostado EchoDot quaisquer problemas reconhecimento voz volume som ótimo cômodo relativamente médio aproximadamente aprendendo utilizar skills rs,2021-01-08 00:00:00
positivo,legal acho vale pena comprar echo show causa imagem tiver buscando Alexa som valer pena recomendo comprar Alexa telinha Top sucesso,2022-02-14 00:00:00
negativo,Achava estaria trocando diferença reconhecimento voz 3 geração reconhecem melhor rápido som achei novamente 3 geração som alto,2021-03-14 00:00:00
positivo,Alexa achei fosse incrível Perfeita automatização facilitar dia dia,2021-06-25 00:00:00
positivo,Alexa ajuda automatização casa saio chego casa deixa conforme programado Claro adquirir equipamentos auxiliar consigo arrepender compra Recomendo,2022-02-01 00:00:00
negativo,som caixinha ruim 5 milhões músicas ouvir radinho pilha melhor radinho pilha Echo so funciona plugado tomada ouvir música Compre JBL,2021-10-09 00:00:00
positivo,Notei comparação modelo 3º geração perde reconhecimento fala estiver falar alto entender sensibilidade áudio muda design legal,2021-07-01 00:00:00
positivo,Compramos expectativa sido útil principalmente ouvido música sido,2022-02-28 00:00:00
positivo,qualidade som dela chega escutar chama achei interessante alterá-la idiomas pedir acender luz tocar música agendar lembrete etc.,2021-12-10 00:00:00
positivo,Achei ÓTIMO Prático fácil configurar único negativo qualidade sonora agudo totalidade sonora pessoal ADOREI,2021-10-21 00:00:00
positivo,reconhecimento voz consigo ativar quase casa travou 2 reiniciar problema tornar constante,2021-07-26 00:00:00
positivo,produto volume nao entende gago rs restante quase maximo graves nao aparecem músicas,2021-11-01 00:00:00
positivo,mídia carregada Amei esperando algum adquirir comprei casa salao beleza útil qualidade som incrivel tamanho 1 mes uso nao percebi nenhum distorção audio parabéns Amazon,2021-01-02 00:00:00
negativo,Reconhecimento voz falha diversas sequer ouve voz chegar gritar contar confusão comandos Echo show atende-me melhor,2020-12-03 00:00:00
positivo,dificuldades reconhecer voz Certas falar alto atender limitada possibilidades apesar vale pena qualidade som,2021-09-14 00:00:00
positivo,excelente aquisição ótimo assistente pessoa diversas funções interação Possui ótima qualidade som conectada Spotify Netflix prime vídeo Ifood,2021-07-01 00:00:00
positivo,aprendendo Alexa adorando aprender curiosidades aleatórias gostaria opção voz masculina tipos perda auditiva voz feminina difícil discriminar,2021-07-07 00:00:00
positivo,Alexia simpática compreende solta piadas graça começa falar coisas ninguém perguntou gente consiga entrar acordo convivência,2021-02-24 00:00:00
positivo,Comprei presente pro marido vagabundo amou mulher pra atender ordens dele pq nele q mando,2021-04-30 00:00:00
positivo,Super facil instalar extremamente intuitivo compatibilidade app dispositivos inteligentes confusos,2021-07-01 00:00:00
positivo,geração anterior qualidade reconhecimento voz caiu outro falava ja porta casa atendia preciso chegar pra entenda,2020-12-27 00:00:00
positivo,Realmente melhor 3ª geração escuta dela falha entender estamos dizendo som alto qualidade efeito Led perfeito forte pra noite total somativa gostei,2021-02-11 00:00:00
positivo,caixa veio danificada danificou aparelho Excelente aquisição funciona tipos usuários .Comprei automatizando residência dando certo,2021-01-04 00:00:00
negativo,consegui instalar echo dot hora reconhecer rede wi-fi simplesmente aceita configuração,2020-12-05 00:00:00
negativo,Inútil famílias compre solteiro pq pra configurar várias contas Spotify Amazon Music tijolo digital pra pessoa gerenciar,2021-04-15 00:00:00
positivo,Comprei filha adorando qualidade super potente caixa som toca super b músicas Pena ficar ligada tomada funcionar,2021-04-19 00:00:00
positivo,Amei Alexa!!!E surda contrário escuta indico compra,2021-12-21 00:00:00
negativo,tá acontecendo Alexa escuta achei surda negativo lexa,2021-02-28 00:00:00
positivo,Excelente funcionalidade dispositivo Usamos ouvir música informações notícias timer despertador curiosidades dispositivo preciso reconhecimento voz resposta solicitações,2021-08-02 00:00:00
negativo,mundo seguindo tecnologia wired fio fiquei chateado deixá-la conectada tomada pior preta fio branco |Mas atende expectativas,2021-07-13 00:00:00
negativo,Comprei especificamente utilizar modo home theater fire TV cube 2 gen problema simplesmente funciona trava frequentemente som funcionar modo completamente instável Arrependimento,2021-04-04 00:00:00
negativo,achei modelo tenha qualidade volume áudio melhor Echo Dot 3 esperado achei microfone dele modelo dificuldade ouvir pronuncia palavra ativação,2021-05-17 00:00:00
positivo,gostei Echo Dot Alexa divertida útil Obviamente produto complexidade configuração principalmente automação frustrante pessoas vale investimento,2020-12-28 00:00:00
positivo,linda gostei principalmente pensei embalado entrega prazo clientes ficassemos satisfeitos produtos trabalho oferecido,2021-06-07 00:00:00
positivo,Reconhecimento voz longa distância Qualidade som superior imaginava mãe realizada possibilidade criar listas compras comando voz odiava sozinha,2021-07-11 00:00:00
positivo,esperava única reclamar potência som volumes altos fica grave volume potência mencionada algum,2020-12-18 00:00:00
negativo,legal ambientes pequenos som alto vc pensa amplificar som TV esquece Echo Dot propiciar propõe legal,2022-02-12 00:00:00
positivo,Melhor aquisição 2020.Volume excelente qualidade som tb poderia melhorar funções emInglês várias skills q Alexa português,2020-12-25 00:00:00
negativo,cara nao modelo simples Melhor bolachinha modelo vídeo intermediaria nao recomendo,2022-01-03 00:00:00
positivo,divertida funcional casa ficando inteligente,2021-01-09 00:00:00
positivo,Gostei praticamente Alexa torna coisas práticas fáceis Adorando detalhe echo dot,2021-07-01 00:00:00
positivo,Vou devolver comprar outro 3a geração surdo consegui adaptar,2021-12-15 00:00:00
positivo,divertimos Alexa Aprendemos Infelizmente acessórios poderiam deixar confortável caros lâmpadas led tá valendo amamos,2021-07-21 00:00:00
positivo,único ouve comandos voz vi vídeos pessoas reclamando mínimo melhorar,2020-11-26 00:00:00
positivo,Gostei qualidade som facilidade entender comandos capacidade captura microfones faltou pequena bateria q permitisse mover Echo Dot perder conexão outro energia,2020-12-18 00:00:00
positivo,Ótimo produto vantagem assistente Google Alexia possui saída áudio daí consegue ligar caixinha som normal ampliar experiência Outro positivo integração DEEZER,2020-11-29 00:00:00
positivo,linda amando dificuldade reconhecer voz dava erro várias tentativas consegui entrega rápida fiz pedido dia 21/07/21 chegou dia 24,2021-06-25 00:00:00
positivo,"Qualidade som 1 alto-falante 1,6 Alexa responde reproduzindo música",2021-06-22 00:00:00
positivo,pequena qualidade som realce grave Echo Dot fica devendo causa tamanho Ótimo custo benefício,2021-06-30 00:00:00
negativo,Produto som competente excelente design produto ouve ambientes pequenos atende 100 será único dispositivo alexa Procure echo dot geração,2021-09-08 00:00:00
positivo,Achei produto chegou prometido funciona cumpre prometido Visual pequena acabado som surpreende Única achei ruim funciona ligada tomada,2022-02-16 00:00:00
positivo,Qualidade som escuta deixou tv atende Som batida agradável alto estiver falar alto,2021-12-19 00:00:00
negativo,gostei fato vc pedir pra tocar músicas cantor tocar umaRádio nome cantor pediu rádio toca músicas cantor Toca qqr eh saco,2021-03-14 00:00:00
negativo,falo escuta brilha azul falo pedi versão barata som quiser som melhor pegue versão cara,2021-09-09 00:00:00
positivo,Pequena poderosa cera ouvidos escuta sussurro Atende comandos imediato som claro distorção bolinha 5 estrela recomendo Cumpre promessa,2021-12-24 00:00:00
positivo,qualidade perfeita propõe acho elevado Prime Day vale pena 3 ° geração recebi irmã gordinha,2021-06-24 00:00:00
positivo,Acabei receber gosto Alexa satisfeito proporciona,2021-04-11 00:00:00
positivo,produto alternativa escutar música alguém conversar ficar informado legal,2022-02-07 00:00:00
positivo,mídia carregada Qualidade som ouve respondeu vídeo pessoa falando Alexa responde mãe mãe chama lecha,2022-01-30 00:00:00
positivo,qualidade som apesar tamanho facilidade instalação fortes adianta gritar som ambiente estiver alto hein precisa cutucadinha nela pra ouvir kkk,2021-02-23 00:00:00
positivo,interessante problema indentificar comando Alexa Muitas falar 2 3 pra entender,2021-10-17 00:00:00
positivo,Gostei Echo Dot Alexa útil pra preguiça igual kkkk reconhecimento voz tv tá ligada volume alto reconhece chamo normal funções boas respostas rápidas Entrega super rápida recomendo,2020-12-24 00:00:00
positivo,geração ficou charme recomendo,2021-01-04 00:00:00
positivo,Chegou dia previsto ótima pra auxiliar dia dia lâmpadas inteligentes comprarei Ajuda principalmente informações dia dia,2021-07-31 00:00:00
positivo,Microfone sensível echo dot 3 áudio pra cômodo resto fica eco,2021-07-04 00:00:00
positivo,Alexa funcional ótimo som modelo deixou desejar quesito leitura obras.notei palavras pronúncia dela soa diferente comprometa entendimento,2022-03-04 00:00:00
positivo,achei captação som excelente coloquei echo escuta dele som alto tamanho qualidade ótima Recomendo,2020-12-20 00:00:00
positivo,Alem som ótimo principalmente regular voz reconhecimento voz realmente impressionante falo un tom voz normal elevar outro sala escuta problemas,2021-06-07 00:00:00
positivo,geração anterior melhor som alto qualidade melhor!Sinceramente arrependi reduzi estrelas produto qualidade perde goleada pra irmã velha,2021-01-05 00:00:00
positivo,echo dot bonita design interessante som melhor versão anterior Perdendo reconhecimento voz acho microfones eficiente 3a geração,2020-12-21 00:00:00
positivo,qualidade áudio ótima pra sentir grave volume deixou desejar reconhecimento voz fala geração anterior sensível responde rápido,2021-02-23 00:00:00
positivo,Gostei qualidade som Echo Dot 4 Senti Upgrade qualidade som comparado Echo Dot 3.Pra Echo Dot vale pena comprar 4ª Geração,2021-05-18 00:00:00
positivo,ótimo rotina achei interessante gente adicionar rotina pra ligar desligar aparelho rotina desliga rotina aparelho vc desligou rotina liga,2021-03-27 00:00:00
positivo,Produto excelente Estável som excelente fácil instalação prático principalmente pessoas dificuldades motoras acamadas entreter crianças adultos,2021-04-04 00:00:00
positivo,Infelizmente surda modo captação voz melhorado restante perfeito 7 alexas espalhadas casa 47 dispositivos controlados única queixa captação voz,2021-07-10 00:00:00
positivo,Comprei Echo Dot black friday chegou dia 07/12 prazo som ótima qualidade cumpre promete dispositivo reconhecimento voz excelente reconhece comando tocando música volume alto distante respostas rápidas satisfeito,2020-12-09 00:00:00
positivo,Qualidade som surpreendente infinitas possibilidades básico escutar musica transformar casa integrada comandos ligar luzes abrir fechar cortinas dispositivos integrados compatíveis,2021-08-08 00:00:00
positivo,Produto inteligente Reconhece sugere comandos filhos param brincar diversão garantida facilidade colocar músicas tocar eh incrível integrações dispositivos inteligentes,2021-02-25 00:00:00
positivo,produto si ótimo reconhecimento palavra ativação falha reconhece chamado tendo falado novamente verificar aparelho acendeu luz apto receber comando,2022-03-02 00:00:00
positivo,Comprei semana consumidor peguei preço adorando Falam surda falo reconhece alguém fala TV alexa reconhece som,2021-03-27 00:00:00
negativo,Echo Echo Dot geração captação áudio Echo Dot 4ª geração captação áudio terrível sendo necessário gritar conseguir produto,2021-03-02 00:00:00
positivo,chegou extremamente rápido funciona incrível acho vou comprar,2021-06-27 00:00:00
positivo,mídia carregada Entrega super rápida rastreio atualizado Comprarei Amei produto embalado comprei enviou chegou 4 dias pra entrega,2021-11-30 00:00:00
negativo,repetir chamada sensível modelo anterior lento tb graves presentes precisa ajustar manualmente modelo anterior funcionou melhor pra mim,2021-01-08 00:00:00
positivo,Top consegui conectar dispositivos ar tv led RGB lâmpada tv box ventilador tomada aquário usei conversor infra vermelho serem wi-fi oq conexão Alexa deu certo fica prático,2021-02-04 00:00:00
positivo,Sinplesmente fantastica viciada Alexa q ja comprei 2º echo dot 4 relogio Qualidade som absurdamente Ate reclamar automatizando casa gracas reconhecimento voz,2021-05-24 00:00:00
positivo,Adoro produto reconhecimento voz melhor esperado vi comentários captação ruim responde comandos tranquilamente,2021-08-22 00:00:00
positivo,Gostei funcionalidades dela comprei lâmpada inteligente gostei única decepcionou ficar ligada tomada funcionar consome muita energia,2021-07-01 00:00:00
positivo,Produto uso mostrou problemas áudio Ruídos altíssimos ficou impossível escutar músicas podcasts recomendo ajuda suporte resolver problema,2021-05-05 00:00:00
positivo,mídia carregada Chegou prazo responder instantaneamente comandos ótima pra jogar temperatura ouvir músicas som excelente qualidade volume ótimoEnfim tô apaixonada,2022-03-02 00:00:00
positivo,Adquiri dias ate produto apresenta especificação venda Veio caixa bonita embrulhada Entrega super rapida otima Super recomendo,2022-01-04 00:00:00
positivo,gosta automatização interações ouvir som escolheu aparelho ideal echo dot consegue manter som ambiente perfeitamente graves agudos Comprei produto arrependimentos,2021-05-29 00:00:00
positivo,alexa fica semanas correspondendo expectativas som reconhecimento voz reclamar aprendendo gostando,2021-07-10 00:00:00
negativo,Embeleza decoração obedece direitinho achei som abaixo potência esperava audição humana melhora poderia alto qualidade som,2021-07-14 00:00:00
positivo,amei Alexa 4a geração única decepção pq achei fosse bateria ficar ligada tomada,2021-05-11 00:00:00
positivo,Produto qualidade som fácil instalação confunde comandos desqualifique produto 3stou satisfeito recomendo compra,2021-09-12 00:00:00
positivo,Otimo echo4 prefiro design 3a ger ficar escondido prateleiras estreitas teclas melhores iluminação superior,2020-12-24 00:00:00
positivo,Espetacular Som qualidade Funcionamento perfeito Fácil,2021-12-19 00:00:00
negativo,Ultimamente mandava colocar música colocava falha reconhecimento voz fala nome música direitinho la toca Fiquei grilada vendi,2021-07-07 00:00:00
positivo,Produto excelente atendendo expectativa sugestao colocaria existência bateria recarregável permante baixa duraçao manter aparelho sincronizado durante troca comodos pequenas falhas alimentaçao,2021-02-15 00:00:00
positivo,Amazon fazendo valer pena centavo dinheiro super indico assistente chama atenção alto falante qualidade som nítido,2021-11-24 00:00:00
negativo,Qualidade som superior geraçao 3 notado delay respostas chega incomodar sequer há resposta apesar luz azul indicando equipamento escutando,2021-04-14 00:00:00
positivo,produto qualidade reconhecimento voz qualidade som,2021-10-11 00:00:00
positivo,tava adquiri pretendo tela surpreso,2021-04-03 00:00:00
positivo,mídia carregada Produto atendeu expectativa comprei sabendo led canto inferior preferido pra som direcional aceitar mudanças,2020-12-31 00:00:00
positivo,Simplesmente útil há acrescentar Melhor Google possui voz artificialFaltou reconhecer músicas fontes Shazam excelente,2021-03-23 00:00:00
positivo,Excelente produto apartamento Som qualidade funcional dou 5 estrelas 2 motivos deveria pequena bateria duração 1h acessórios autonomia caros,2021-01-01 00:00:00
negativo,Microfones produto Precisa gritar Alexa entenda Echo Dot 3ª geração ocorre problema,2020-12-02 00:00:00
positivo,recursos lista compras útil complementa resposta superior concorrente Google,2021-06-29 00:00:00
negativo,Precisão ruim entende q vc fala ditieto,2020-11-29 00:00:00
negativo,produto resistente entregador jogou muro dia chuva casa esperando receber vi dia seguinte vizinho avisou Parabéns entrega porcaria,2021-12-13 00:00:00
