Title,Rating,Comment,Date Review
"







  
  
    Péssima qualidade. Estourou a caixa com 3 meses de uso.
  
","1,0 de 5 estrelas","









  
  
    
  Com 3 meses de uso ela estourou a caixa (pera, mas isso não é coisa do passado???). Além de ser surda, mas muito surda que dá até desgosto de ter que conversar (gritar, literalmente) com ela e talvez ela te escute. Enfim a minha serve, mas foi a pior compra que eu poderia ter feito nós últimos meses.

  
",Avaliado no Brasil em 26 de abril de 2021
"







  
  
    Ruinzinho
  
","2,0 de 5 estrelas","









  
  
    
  Tem que berrar pra ela acordar, depois você pode falar normal. A inteligência não é tão inteligente, vive bugando e não reconhecendo comandos que acabou de reconhecer minutos atrás. Desapontado. Não vale o investimento. Melhor usar no app pra celular sem os dots.

  
",Avaliado no Brasil em 10 de junho de 2021
"







  
  
    Excelente
  
","5,0 de 5 estrelas","









  
  
    
  Houve uma melhora não só em design, o que mais notei desta versão para a terceira, é o microfone, que houve muito bem, e tem uma resposta mais rápida, o áudio é levemente melhorado apenas, produto lindo, só é mais pequeno do que eu imaginava

  
",Avaliado no Brasil em 14 de dezembro de 2021
"







  
  
    Por que Alexa as vezes não escuta?
  
","4,0 de 5 estrelas","









  
  
    
  Gostei da praticidade na automação da casa, na qualidade de som para ouvir musica, os pontos negativos são: as vezes Alexa parece não escutar, surda; algumas palavras ela não pronuncia direito, não respeitando as pontuações, algumas coisas ela não sabe responder.

  
",Avaliado no Brasil em 12 de abril de 2021
"







  
  
    Som Perfeito
  
","5,0 de 5 estrelas","









  
  
    
  uma caixa pequena com potencia extrema, estava com medo de compra pelo tamanho mais me surpreendi recebi depois de 5 dias de comprada ja uso a 1 semana e acabei de compra a maior echo 04 pois o som deve ser muito superior a certas caixas que vendem por ai...super recomendo..

  
",Avaliado no Brasil em 9 de agosto de 2021
"







  
  
    Boa, mas precisa de melhoramentos
  
","5,0 de 5 estrelas","









  
  
    
  A Alexa no Brasil é uma boa aquisição mas ainda precisa de muitos melhoramentos no reconhecimento de voz e adaptação dos comandos às necessidades. Ao realizar uma rotina que toca música por exemplo, o aplicativo não aceita colocar músicas em modo aleatório. A conexão com o Spotify também é precária.

  
",Avaliado no Brasil em 4 de janeiro de 2021
"







  
  
    Muito útil
  
","5,0 de 5 estrelas","









  
  
    
  Perfeita! Muito útil. Estou tenho problemas pra ela reconhecer a minha voz... De outros membros da família ela reconhece sempre, a minha de vez em quando ela não responde quando a chamo

  
",Avaliado no Brasil em 8 de novembro de 2020
"







  
  
    Inteligente, divertido e com ótimo som.
  
","5,0 de 5 estrelas","









  
  
    
  Para seu tamanho o som possui excelente qualidade, gosto de escutar nele pela facilidade de pedir musica  associada ao amazon music e ao spotify, muito legal mesmo. Alexa é divertida e funciona bem com outros dispositivos como o fire stick, ainda não integrei a casa toda mas pretendo fazer em breve.

  
",Avaliado no Brasil em 9 de janeiro de 2021
"







  
  
    Mais Um Produto Amazon que adorei,
  
","5,0 de 5 estrelas","









  
  
    
  Segundo tipo de produto Amazon que compro, antes havia comprado FireTVStick, agora Echo Dot 4a ger, simplesmente muito bom, qualidade em todos os produtos, com certeza comprarei mais

  
",Avaliado no Brasil em 19 de março de 2022
"







  
  
    Linda, porém surda.
  
","4,0 de 5 estrelas","


















    
        

        
        
            
        

        
            
            
                
                        
                
                
                    A mídia não pôde ser carregada.
                
            
                
            
        
    
    










  
  
    
   Infelizmente o reconhecimento de voz é fraco. Muitas vezes ela não me escuta (comparado com outros modelos). Porém é muito bonita e sofisticada, as luzes inferiores a deixam muito inovadora. A assistente virtual Alexa é igual em qualquer modelo, portanto nesse não é diferente a sua qualidade.

  
",Avaliado no Brasil em 5 de abril de 2021
"







  
  
    excepcional!!
  
","5,0 de 5 estrelas","









  
  
    
  Meu primeiro echo ( echo dot 4ª geração)... já quero a studio... é mto topp a experiência recomendo de mais... mas o ideal é ter pelo menos o controle infravermelho pra automatizar os aparelhos que usam controle remoto.. Agora ar condicionado e TV só pela Alexa heheh.

  
",Avaliado no Brasil em 2 de julho de 2021
"







  
  
    É impressionante!
  
","5,0 de 5 estrelas","









  
  
    
  Alexa é sensacional. É uma central de som inteligente e muita rápida nas respostas. Muito fácil de ser instalada e toca todas as plataformas de músicas (Apple Music, Amazon music, Spotify). É interativa.  Fantástica. Já presentes mais 3 pessoas com a Alexa 4a geração.

  
",Avaliado no Brasil em 9 de junho de 2021
"







  
  
    Produto muito bom
  
","5,0 de 5 estrelas","









  
  
    
  Atendeu as minhas espectativas.Excelente qualidade do produto e som bem auto.Porém com 2 ressalvas . Ela não reconhece sempre a minha voz , principalmente quando ela está me respondendo e ela pareada com o fire tv da umas interferências no som após um período longo de uso dando uns atrasos ou umas falhas no som

  
",Avaliado no Brasil em 20 de maio de 2021
"







  
  
    Não abre apps nas minha TV Samsung au8000
  
","4,0 de 5 estrelas","









  
  
    
  Produto muito bom. Um assiste incrível.Só uma coisa que não gostei. Ela não abre aplicativos como YouTube ou Netflix na minha smart Tv mesmo tendo Alexa integrada, sendo que pelo controle da tv ela abre os app. Mas infelizmente essa echo Dot não abre os app.fora isso eu Recomendo.

  
",Avaliado no Brasil em 1 de dezembro de 2021
"







  
  
    Bom
  
","4,0 de 5 estrelas","









  
  
    
  Prático. Mas:(a) Precisa de alguém que tenha conhecimentos aprimorados de computação para a instalação;(b) Não responde a todas as perguntas. P exemplo: não soube responder quem são os melhores escritores brasileiros;(c)alguns canais de televisão precisam ser re-instalados.

  
",Avaliado no Brasil em 26 de julho de 2021
"







  
  
    Alexa é fantástica, prática e eficiente
  
","5,0 de 5 estrelas","









  
  
    
  Amei Alexa Echo Dot, é simples, amiga e eficiente!!Reconhece a voz de toda a família, acessa a minha agenda e avisa os compromissos, faz minha lista de compras, a qualidade do som é ótima!! Me acorda com minha música favorita. Amamos sua inteligência artificial

  
",Avaliado no Brasil em 29 de abril de 2021
"







  
  
    Aparelho de boa qualidade
  
","5,0 de 5 estrelas","









  
  
    
  Gostei muito do aparelho. Tem um som bem limpo e de certa forma alto, pelo menos para mim. As vezes preciso falar duas vezes para ela ""ouvir"". Não sou de falar alto.Enfim, de um modo geral, o aparelho me agradou muito e cumpre o que realmente se propõe a fazer.

  
",Avaliado no Brasil em 13 de março de 2021
"







  
  
    Minha 1a. ECHO DOT
  
","5,0 de 5 estrelas","









  
  
    
  Ainda estou conhecendo a echo dot, mas estou bem satisfeita, precisa ficar ligada na tomada, já que não possui bateria. A configuração dela é bem simples qdo se compra direto pela Amazon. Aguardando chegar os outros produtos para adaptar a ela os comandos.

  
",Avaliado no Brasil em 22 de novembro de 2021
"







  
  
    Dificuldade em reconhecimento da TV
  
","4,0 de 5 estrelas","









  
  
    
  A alexa é uma farra no começo, no começo é uma farra, mas depois vai perdendo um pouco da graça.Ponto forte: pode ler seus livros do kindle, mas sempre o último aberto, não consegui mudar de livro atráves do reconhecimento de voz. Também tive dificuldade de conectar minha TV.

  
",Avaliado no Brasil em 11 de outubro de 2021
"







  
  
    Sensacional
  
","5,0 de 5 estrelas","









  
  
    
  Comprei com receio de ter o problema de 'surdez' deste modelo mas me surpreendi. Acionamento por voz funciona perfeitamente e o som reproduzido é excelente pelo tamanho.

  
",Avaliado no Brasil em 1 de julho de 2021
"







  
  
    superou
  
","5,0 de 5 estrelas","









  
  
    
  excelente produto, superou as expectativas, reconhece a voz até do meu filho de 3 anos. não apresentou nenhum problema até agora. levo para outros lugares e funciona perfeitamente, utilizo somente para conexão ao spotfy e algumas noticias, ainda não configurei para funcionamento da casa.

  
",Avaliado no Brasil em 9 de fevereiro de 2021
"







  
  
    Um ótimo assistente e som incrível
  
","5,0 de 5 estrelas","









  
  
    
  O som da Echo Dot 4ª Geração é incrível, instalação muito fácil. Aos que estão tendo problemas com reconhecimento de voz ou precisam chegar perto para ela escutar, experimentem o comando ""Alexa Atualização"", leva cerca de 30 minutos e o reconhecimento de voz fica 100% melhor.

  
",Avaliado no Brasil em 26 de dezembro de 2021
"







  
  
    Alexa não escuta direito...
  
","5,0 de 5 estrelas","









  
  
    
  Esperava mais... Alexa é surda, tem falar alto pra ela entender.. som esperava mais, com volume baixo tem um gostoso grave, passa do 5 cai a qualidade os graves somem e distorce... Para ouvir música ambiente mesmo e sem ninguém falando kkkkk

  
",Avaliado no Brasil em 2 de agosto de 2021
"







  
  
    Muito legal!
  
","4,0 de 5 estrelas","









  
  
    
  Gostamos bastante do produto, apenas não ficamos muito felizes com 2 detalhes: a cor do cabo é diferente da cor do aparelho (comprei produto preto e o cabo veio branco), poderia ser igual. Também seria melhor se funcionasse a bateria, sem precisar ficar na tomada

  
",Avaliado no Brasil em 22 de julho de 2021
"







  
  
    A 3ª GERAÇÃO É BEM MELHOR.
  
","2,0 de 5 estrelas","









  
  
    
  comprei esse modelo 4ª geração como primeira Alexa... e comprei uma segunda, 3ª geração, utilizo elas diariamente, uma no cozinha outra no meu home office, e na minha opinião a  3ª geração é melhor, em qualidade de microfone, e compreensão de voz, volume das duas são iguais.

  
",Avaliado no Brasil em 12 de fevereiro de 2022
"







  
  
    Se tornou essencial na minha vida
  
","5,0 de 5 estrelas","









  
  
    
  Desde que comprei a Alexa, eu tenho usado ela pra tudo, desde tocar música, até como agenda e despertador. Às vezes ela é meio surdinha kkkkkk mas nada que seja um problema.

  
",Avaliado no Brasil em 21 de setembro de 2021
"







  
  
    Piora no microfone
  
","4,0 de 5 estrelas","









  
  
    
  Em comparação ao modelo antigo, a melhora no som é pouco percebível, por outro lado, a piora no microfone é gritante.Caso precise de um aparelho que tenha alcance de compreensão de voz melhor, recomendo a versão antiga.O echo andou pra trás dessa vez.

  
",Avaliado no Brasil em 1 de julho de 2021
"







  
  
    Um dia de uso
  
","5,0 de 5 estrelas","


















    
        

        
        
            
        

        
            
            
                
                        
                
                
                    A mídia não pôde ser carregada.
                
            
                
            
        
    
    










  
  
    
   Até o momento, estou satisfeito com  o produto, ótimo acabamento, boa qualidade de som e reconhecimento de voz. Não testei por alguns dias, mas esse primeiro dia já está muito bom. Sem dificuldades, ao longo dos dias avaliarei se tem algum defeito!

  
",Avaliado no Brasil em 22 de março de 2021
"







  
  
    Péssima.
  
","1,0 de 5 estrelas","









  
  
    
  O reconhecimento de voz está péssimo, algumas Skills já não respondem aos comandos, em específico o Spotify já liguei na assistência da Amazon para tentar solucionar e disseram que era um problema geral. Sinceramente, não recomendo. Sigo na esperança de resolverem esse erro corriqueiro!

  
",Avaliado no Brasil em 18 de dezembro de 2020
"







  
  
    Boa qualidade de som
  
","5,0 de 5 estrelas","









  
  
    
  Gostei, boa qualidade de som e a Alexa responde bem aos comandos. As opções de programação ajudam no dia a dia.

  
",Avaliado no Brasil em 15 de dezembro de 2021
"







  
  
    Maravilhosa, melhor assistente pessoal do mercado atual.
  
","5,0 de 5 estrelas","









  
  
    
  Das 4 principais assistentes disponíveis no mercado, sendo elas: Cortana (nota 0), Siri e google (nota 7), a Alexa e nota 10, tudo funciona, possui mais integrações e reconhece os comandos com muita rapidez.Compre, vai mudar sua vida e de quebra vc ainda leva uma boa caixinha de som.

  
",Avaliado no Brasil em 11 de maio de 2021
"







  
  
    Amei demais cumpri o que promete ela realmente uma boa assistente
  
","5,0 de 5 estrelas","


















    
        

        
        
            
        

        
            
            
                
                        
                
                
                    A mídia não pôde ser carregada.
                
            
                
            
        
    
    










  
  
    
   O suporte eu comprei em outro lugar, ela veio direitinho, minha mãe se apaixonou e ainda pediu um desse pra mim, é um ótimo presente para alguém. Ela te compreender e ajuda nas agendas ainda mas quando vc é uma influencer e trabalha na internet.

  
",Avaliado no Brasil em 11 de novembro de 2021
"







  
  
    Em evolução
  
","5,0 de 5 estrelas","









  
  
    
  Acredito que o produto ainda tem muito a melhorar. O reconhecimento de voz, por exemplo, tem dificuldade de reconhecer os comandos , principalmente quando minha vó tenta usar.

  
",Avaliado no Brasil em 30 de novembro de 2021
"







  
  
    Muito satisfeita!
  
","5,0 de 5 estrelas","









  
  
    
  A Alexa é bastante útil, os comandos são fáceis, é possível agilizar tarefas, acaba sendo até divertido conversar com ela. A potência sonora é outro ponto positivo mas claro, depende de onde ela estará posicionada. O reconhecimento de voz funcionou bem até aqui então é um produto que recomendo.

  
",Avaliado no Brasil em 9 de julho de 2021
"







  
  
    Decepção
  
","3,0 de 5 estrelas","









  
  
    
  Decepcionado com o Echo Dot 4ª Geração.Com menos de 6 meses, sendo usado ocasionalmente, JAMAIS tendo o volume extrapolado(máximo 5, ou seja, metade da capacidade) e ainda sim o autofalante está estourando, não importa a música, não importa a batida, o som estoura.Lamentável!!!

  
",Avaliado no Brasil em 12 de fevereiro de 2022
"







  
  
    Muito bom pelo preço que paguei
  
","5,0 de 5 estrelas","









  
  
    
  è um ótimo custo-benefício, a qualidade do som é muito boa considerando o preço, muitos comentários que li falando do som, acho que estavam esperando a qualidade de um echo studio, então posso dizer que a caixa de som é boa pelo preço e a Alexa é maravilhosa, melhor que o Google Assistente

  
",Avaliado no Brasil em 4 de dezembro de 2021
"







  
  
    Aguardando ela melhorar!
  
","4,0 de 5 estrelas","









  
  
    
  Ainda é difícil interromper quando ela está falando. Mas espero que em breve ela esteja ouvindo tão bem quanto a DOT 3.

  
",Avaliado no Brasil em 24 de junho de 2021
"







  
  
    Amei
  
","5,0 de 5 estrelas","









  
  
    
  O som é excelente, bem nítido. A Alexa tem um pouco de dificuldade para nos ouvir, mas fora isso estou amando.

  
",Avaliado no Brasil em 13 de janeiro de 2021
"







  
  
    Azar com a minha ou é ruim geral?
  
","1,0 de 5 estrelas","









  
  
    
  App instalado em 3 celulares de marcas diferentes, conexão com wi-fi em 3 redes diferentes operadora: CLARO, VIVO, DESKTOP, em nenhum aparelho e rede houve conexão do Acho Dot, mesmo via suporte da AMAZON não teve como, devolvi com  1 semana de recebido sem conseguir usar, decepção total.

  
",Avaliado no Brasil em 25 de janeiro de 2021
"







  
  
    Ótimo produto, porém tem problemas.
  
","3,0 de 5 estrelas","









  
  
    
  Ótimo produto, porém quando é pedido para tocar junto com outros Echos, a Dot de 4 geração apresenta um ruídos bem ruins no áudio.Isso não ocorre com a 3 geração e nem Echo Show 8 (são as que possuo).Já troquei a Echo Dot 4 geração 2 vezes e a falha parece ser em toda a linha.

  
",Avaliado no Brasil em 3 de julho de 2021
"







  
  
    Kinder ovo com a surpresa estragada!
  
","1,0 de 5 estrelas","









  
  
    
  Funcionou uma semana fiz a devolução a uma semana e ainda não vi o reembolso.O produto não é ruim dei azar. E gostaria de ser reembolsada logo. Pra poder fazer outra compra.

  
",Avaliado no Brasil em 3 de dezembro de 2020
"







  
  
    Dispositivo de uma cor. Cabo de outra.
  
","2,0 de 5 estrelas","









  
  
    
  Se vc for comprar, opte pela branca, pois é muito feio o dispositivo de uma cor e o cabo aparente e adaptador de outra. O padrão é BRANCO, indiferente da cor do dispositivo. Feio demais! Baita erro da engenharia! Nos modelos anteriores o cabo acompanhava a cor do dispositivo.

  
",Avaliado no Brasil em 24 de junho de 2021
"







  
  
    Gostei muito, mas to com uma dificuldade
  
","4,0 de 5 estrelas","









  
  
    
  Gostei muito, mas, a única coisa que estou com dificuldade é conectar na TV Samsung nas funções de sair e entrar na netflix (exemplo), funções como aumentar/diminuir o volume da TV já consegui, porém nada que um vídeo tutorial não ensine como habilitar ela para essas funções.

  
",Avaliado no Brasil em 28 de junho de 2021
"







  
  
    Nao conecta em 100% dos apps com os demais dispositivos amazon.
  
","2,0 de 5 estrelas","









  
  
    
  Gostei do produto, mas ela nao tem uma conectividade muito boa com os demais dispositivos alexa dot q eu tenho na minha casa. Queria que o audio fosse sincronizado em 100% das açoes que faço na casa, mas eles só se sincronizam pelo app amazon music. Nao gostei dessa limitação

  
",Avaliado no Brasil em 18 de dezembro de 2020
"







  
  
    Fica surda depois de 6 meses
  
","1,0 de 5 estrelas","









  
  
    
  Produto excelente, porém após um certo tempo de uso necessita de reiniciar para voltar a reconhecer comandos de voz

  
",Avaliado no Brasil em 23 de novembro de 2021
"







  
  
    Ótimo produto
  
","5,0 de 5 estrelas","









  
  
    
  Muito bonito, adorei a cor azul, a Alexa ouve muito bem a minha voz mesmo quando estou há mais de 2 m de distância e falando em voz normal. São raras as vezes que ela não ouve. O som é bem melhor do que o Echo dot terceira geração.

  
",Avaliado no Brasil em 24 de junho de 2021
"







  
  
    Bom, mas nem sempre escuta os comandos
  
","4,0 de 5 estrelas","









  
  
    
  Achei a sensibilidade de reconhecimento de voz um pouco inferior ao modelo anterior. Em algumas situações ele não ""escuta"" os comandos, mesmo sem ruído no ambiente. Tenho o modelo anterior e este não apresenta esse tipo de problema

  
",Avaliado no Brasil em 18 de março de 2021
"







  
  
    Boa compra
  
","4,0 de 5 estrelas","









  
  
    
  Qualidade de som muito boa, mas é preciso que as pessoas saibam que não é aquele som pra fazer uma grande festa, cheia de gente e som alto e estrondoso. Para o uso residencial, de boa, ouvindo boa música, notícias e até brincadeiras, é, de fato, espetacular, ainda mais pelo preço

  
",Avaliado no Brasil em 9 de fevereiro de 2022
"







  
  
    Excepcional, mas às vezes me ignora.
  
","5,0 de 5 estrelas","









  
  
    
  A Alexa é excepcional! Ela é divertida e sua vinculação com a Casa Inteligente a deixa super interativa!No entanto, em alguns poucos momentos ela não detecta quando é chamada, tendo que ser necessário chamá-la algumas vezes até que ela se ative.

  
",Avaliado no Brasil em 4 de dezembro de 2020
"







  
  
    Um dos piores produtos que adquire nos últimos tempos
  
","1,0 de 5 estrelas","









  
  
    
  O produto não informa as necessidades de interligar tecnologias mais avançadas no computador no notebook e na televisão antes da compra, só se toma conhecimento depois, o valor do produto é simbólico perto do quê você tem que gastar para fazer ele funcionar pelo menos em 50%

  
",Avaliado no Brasil em 13 de março de 2022
"







  
  
    Vale cada centavo!!!
  
","5,0 de 5 estrelas","









  
  
    
  Achei que tinha comprado por besteira... apenas para brincar... mas quando se aprende a usar.. ajuda demais.Fica ainda melhor se você automatizar o ambiente.Luzes, TV, ar condicionado...E com o Amazon Music é ainda melhor.

  
",Avaliado no Brasil em 14 de março de 2021
"







  
  
    Boa captura de som.
  
","5,0 de 5 estrelas","









  
  
    
  Charmoso no cantinho. Bem discreto. Ótimo som e capta muito bem a voz. Muito contente com o meu presente. Eu e Alwxa, super amigas.

  
",Avaliado no Brasil em 3 de julho de 2021
"







  
  
    Excelente
  
","5,0 de 5 estrelas","









  
  
    
  Muito boa! Qualidade do som é ótima! Reconhece a voz mesmo com música tocando! Fácil de usar! Basta baixar o app e já está pronta!

  
",Avaliado no Brasil em 4 de junho de 2021
"







  
  
    Funciona
  
","5,0 de 5 estrelas","









  
  
    
  Recomendo a todos a se aventurarem no mundo da casa automatizada. Meus filhos adoram e sempre que vem os amigos aqui, ficam horas falando com a Alexa. Minha filha adora as histórias para dormir.

  
",Avaliado no Brasil em 3 de dezembro de 2021
"







  
  
    Cabo na cor errada.
  
","2,0 de 5 estrelas","









  
  
    
  Não faz o menor sentido um produto na cor preta vir com uma fonte de energia com o cabo na cor branca !!!!!No modelo antigo a fonte vem na cor do produto.

  
",Avaliado no Brasil em 6 de janeiro de 2021
"







  
  
    Eles cumprem tudo aquilo que prometem, e o produto é de ótima qualidade
  
","5,0 de 5 estrelas","


















    
        

        
        
            
        

        
            
            
                
                        
                
                
                    A mídia não pôde ser carregada.
                
            
                
            
        
    
    










  
  
    
   Comprei para o meu namorado, ele simplesmente amou, tá parecendo uma criança quando ganha brinquedo. já havia um expectativa sobre a Alexa 4ª geração, mas ela superou todas elas, agora vou ser obrigada a comprar uma para mim também ♥️ Ótimo produto e chegou muito antes da previsão

  
",Avaliado no Brasil em 17 de junho de 2021
"







  
  
    Som ok, melhor central interativa.
  
","5,0 de 5 estrelas","


















    
        

        
        
            
        

        
            
            
                
                        
                
                
                    A mídia não pôde ser carregada.
                
            
                
            
        
    
    










  
  
    
   Pelo tamanho o som é ok, assim como outras assistemtentes virtuais, funciona melhor com Internet estável, uma vez ou outra precisa reiniciar para responder os comandos, faltou um botão físico para não ter que tirar o cabo de energia. A fonte poderia ter vindo na cor da Echo Dot 4 Preta.

  
",Avaliado no Brasil em 17 de dezembro de 2020
"







  
  
    Boa qualidade de som, captação de áudio e beleza do produto
  
","5,0 de 5 estrelas","









  
  
    
  Pedido teve sua entrega realizada de forma muito rápida. Qualidade do produto é muito boa, bonito e com ótima qualidade de som e identificação de comando por voz funciona mesmo em ambientes com ruídos interferente e pelo uso de pessoas idosas com tom de voz baixos tem uma boa captação.

  
",Avaliado no Brasil em 21 de setembro de 2021
"







  
  
    É bom, mas pode melhorar.
  
","4,0 de 5 estrelas","









  
  
    
  Quando está num volume alto é difícil ela reconhece a voz, para usar o Deezer é péssimo, não reconhece as músicas que pedimos, não toca a playlist top Brazil e nem toca playlista própria que criamos, o mesmo ocorre com Amazon music. As demais funções ela atende bem como controle da casa e da tv.

  
",Avaliado no Brasil em 29 de novembro de 2021
"







  
  
    Melhor dispositivo de reconhecimento de fala
  
","5,0 de 5 estrelas","









  
  
    
  Não tem igual a Alexa no reconhecimento de fala, eu posso estar no banho que ela no meu quarto vai reconhecer minha voz. Deixa Siri e Google no chinelo. O som é bom demais, os recursos dão praticidade e conforto ao dia-a-dia. Torcendo pelo dia que colocarão uma bateria no dispositivo! Recomendo!

  
",Avaliado no Brasil em 19 de dezembro de 2021
"







  
  
    Melhor compra!!
  
","5,0 de 5 estrelas","









  
  
    
  Ótimo produto!Excelente qualidade de som e reconhecimento de voz.Meu único arrependimento foi não ter comprado antes.Agora vou comprando itens para automatizar a casa inteira.Obs: Possui vários jogos e sempre traz uma curiosidade e aprendo novas funções

  
",Avaliado no Brasil em 16 de dezembro de 2021
"







  
  
    Fonte de energia parece ""pirata""
  
","2,0 de 5 estrelas","









  
  
    
  A captação de voz é ruim. E o pior é aparência da fonte de energia, parece pirata. Tenho outra da 3° geração, possui uma captação de voz melhor e o design da fonte é infinitamente superior, foi um grande arrependimento. E ainda tenho dúvidas sobre a originalidade desta fonte de energia.

  
",Avaliado no Brasil em 1 de dezembro de 2020
"







  
  
    Muito bom!
  
","5,0 de 5 estrelas","









  
  
    
  Muito bom! Entrega rápida, fácil de configurar pelo app da Alexa. Ele chegou a desconfigurar uma vez, mas entrei em contato com o telefone de suporte e resolveram. Estou adorando!

  
",Avaliado no Brasil em 8 de junho de 2021
"







  
  
    Super legal!
  
","5,0 de 5 estrelas","









  
  
    
  A Echo Dot é surpreendente para quem quer automatizar sua casa.Existem várias funções compatíveis com dispositivos inteligentes (lampadas, ar-condicionado, sensores, tomadas e outros), sendo possível utilizar comandos de voz e diversas programações para desempenhar bem a sua automatização.

  
",Avaliado no Brasil em 26 de janeiro de 2022
"







  
  
    SIMPLESMENTE MARAVILHOSA. Tudo Bom!!!!
  
","5,0 de 5 estrelas","









  
  
    
  Gostei tanto que já tinha uma e comprei mais outra. A qualidade de som é incrível, além do reconhecimento de voz tem um longo alcance.

  
",Avaliado no Brasil em 29 de junho de 2021
"







  
  
    Até onde vale a pena comprar???
  
","3,0 de 5 estrelas","









  
  
    
  Nem sempre entende o q é pedidoNão consegue achar as músicas no Spotify, somente na Amazon Music e, por não ter assinatura,  são pouquíssimas músicas encontradasE, qdo acha no Spotify, não toca as da minha play listUtilizo mais como despertador 🤷🏼‍♀️

  
",Avaliado no Brasil em 17 de março de 2021
"







  
  
    Bom, mas faltou um pouco de atenção ao design
  
","4,0 de 5 estrelas","









  
  
    
  Não tenho muito a acrescentar em relação ao funcionamento e som do produto, mas gostaria de chamar a atenção para um ""detalhe"". A fonte/cabo é sempre branca e destoa bastante da aparência do produto. Mesmo que seu echo seja preto ou cinza, o cabo/fonte é branco e parece não ter como mudar isso.

  
",Avaliado no Brasil em 24 de maio de 2021
"







  
  
    Produto de Qualidade
  
","5,0 de 5 estrelas","









  
  
    
  A assistente funciona perfeitamente e a qualidade do som muito boa. Mesmo já tendo uma caixa de som portátil, achei muito valido ter a Echo dot (4ª geração). Realmente a medida que se usa mais e mais os comandos saem mais claros. Ainda, fica a dica, comandos curtos e claros.Vale a compra.

  
",Avaliado no Brasil em 7 de janeiro de 2022
"







  
  
    ALEXA - controle de funções
  
","5,0 de 5 estrelas","









  
  
    
  chegou conforme demandado, amei e estou aprendendo a usa-la em todas as suas funções. Claro que para isso demanda tempo, por outro lado a  minha filha amou, passa horas tirando duvidas e pedindo informações. chega a ser hilário. Eu digo que ela vai fritar os circuitos da alexa... kkkkk

  
",Avaliado no Brasil em 15 de junho de 2021
"







  
  
    Maravilhoso e surpreendente!
  
","5,0 de 5 estrelas","









  
  
    
  O item é muito interessante, pode-se automatizar a casa inteira com o comando de voz comprando outros dispositivos wifi para este fim, além da comodidade de ouvir a música que quiser apesar de que o ideal é ter uma conta na amazon para este fim entre outras funcionalidades. Bem bacana!

  
",Avaliado no Brasil em 1 de julho de 2021
"







  
  
    O upgrade vale a pena?
  
","3,0 de 5 estrelas","









  
  
    
  Na real... eu comprei um da geração anterior... e decidi comprar esse só por conta do que vi influenciadores comentando, sobre a melhor qualidade de som... massssssss... na real não tem diferença nenhuma. Se você tem um de terceira geração, fique com ele que é exatamente a mesma coisa.

  
",Avaliado no Brasil em 19 de dezembro de 2020
"







  
  
    muito boa show de bola
  
","5,0 de 5 estrelas","


















    
        

        
        
            
        

        
            
            
                
                        
                
                
                    A mídia não pôde ser carregada.
                
            
                
            
        
    
    










  
  
    
   eu gostou da alexa ela é bem espetinha parece até uma pessoa, o som é ótimo, obviamente um som que vale 250 reais, preço justo deus abençoe a amazon... já configurei a minha pra dar descarga na privada rsrs

  
",Avaliado no Brasil em 23 de junho de 2021
"







  
  
    Não comprem este produto
  
","1,0 de 5 estrelas","









  
  
    
  Eu não gostei da Alexa, pois achei ela muito limitada. Ela até tem algumas skills legais, mas, infelizmente, por conta de o banco de dados dela ser pequeno, deixou muito a desejar. Eu comprei uma e digo com veemência que me arrependi da compra. Não gostei, eu deveria ter comprado a Google Home.

  
",Avaliado no Brasil em 6 de fevereiro de 2021
"







  
  
    A ALEXA É CINZA
  
","1,0 de 5 estrelas","









  
  
    
  A alexa que eles vendem como BRANCA é CINZA. Se vocês querem um produto BRANCO, NÃO COMPREM A 4ª GERAÇÃO!!!Comprei a 4ª geração, pois não havia mais a opção branca da 3ª e no fim o alexa branca da 4ª geração é cinza.

  
",Avaliado no Brasil em 6 de julho de 2021
"







  
  
    3ª Geração é muito melhor
  
","3,0 de 5 estrelas","









  
  
    
  Estou arrependido de ter comprado o de 4ª Geração, você está do lado dele e fica falando: Alexa, Alexa, Alexa, e precisa quase gritar pra ela te ouvir, os microfones não foram  colocados em um bom lugar desta vez, enfim, 3ª geração é muito melhor.

  
",Avaliado no Brasil em 7 de dezembro de 2020
"







  
  
    Reconhecimento de voz
  
","4,0 de 5 estrelas","


















    
        

        
        
            
        

        
            
            
                
                        
                
                
                    A mídia não pôde ser carregada.
                
            
                
            
        
    
    










  
  
    
   Ponto positivo: ela o volume é muito alto; Inteligente; muito útil; estrutura compactar; o peso moderado top.Negativo: poderia o cabo ser na cor preta, e sem com entrada USB, o reconhecimento de voz é um pouco falhoso tem que gritar pra ela escutar.

  
",Avaliado no Brasil em 8 de setembro de 2021
"







  
  
    Muito mais que só uma assistente virtual.
  
","5,0 de 5 estrelas","









  
  
    
  Mesmo que você não tenha outros dispositivos smart, ainda assim você consegue criar rotinas para facilitar sua vida, como ter informações sobre o dia, ouvir as notícias, e também, uma das melhores funções que ela tem: Ler os livros do kindle.Simplesmente sensacional.

  
",Avaliado no Brasil em 11 de março de 2021
